"game_id","player_id","team_id","timeOnIce","assists","goals","pim","shots","saves","powerPlaySaves","shortHandedSaves","evenSaves","shortHandedShotsAgainst","evenShotsAgainst","powerPlayShotsAgainst","decision","savePercentage","powerPlaySavePercentage","evenStrengthSavePercentage"
"2014020208","8476341","29",1200,0,0,0,15,11,2,0,9,0,12,3,"",73.3333333333333,66.6666666666667,75
"2014020394","8475683","29",3600,0,0,0,34,33,1,0,32,0,33,1,"W",97.0588235294118,100,96.969696969697
"2014020394","8471750","14",3389,0,0,0,20,17,1,0,16,0,18,2,"L",85,50,88.8888888888889
"2014020010","8466141","13",3656,0,0,0,32,29,8,0,21,0,21,11,"L",90.625,72.7272727272727,100
"2014020010","8471750","14",3671,1,0,0,21,19,2,0,17,0,19,2,"W",90.4761904761905,100,89.4736842105263
"2014020307","8471227","53",3900,0,0,0,43,40,9,0,31,1,32,10,"W",93.0232558139535,90,96.875
"2014020307","8474550","28",3895,0,0,0,25,22,2,0,20,0,22,3,"L",88,66.6666666666667,90.9090909090909
"2014020903","8466141","13",3900,0,0,0,38,36,7,0,29,0,30,8,"L",94.7368421052632,87.5,96.6666666666667
"2014020903","8474152","16",3891,0,0,0,36,34,6,1,27,1,29,6,"W",94.4444444444444,100,93.1034482758621
"2014020526","8474550","28",3439,0,0,0,29,26,6,0,20,0,21,8,"L",89.6551724137931,75,95.2380952380952
"2014020526","8471734","26",3580,0,0,0,22,21,2,2,17,2,18,2,"W",95.4545454545455,100,94.4444444444444
"2014021039","8473503","10",3112,0,0,0,28,27,6,0,21,0,21,7,"",96.4285714285714,85.7142857142857,100
"2014021039","8473541","10",488,0,0,0,4,1,1,0,0,0,2,2,"L",25,50,0
"2014021039","8475681","22",3596,0,0,0,29,28,7,0,21,0,21,8,"W",96.551724137931,87.5,100
"2014020650","8475852","17",3897,0,0,0,27,25,2,2,21,2,22,3,"W",92.5925925925926,66.6666666666667,95.4545454545455
"2014020650","8470880","19",3869,0,0,0,24,21,1,0,20,0,23,1,"L",87.5,100,86.9565217391304
"2014020861","8473607","7",3898,0,0,0,38,36,11,0,25,0,26,12,"W",94.7368421052632,91.6666666666667,96.1538461538462
"2014020861","8469548","4",3892,0,0,0,32,30,4,0,26,0,28,4,"L",93.75,100,92.8571428571429
"2014020331","8471403","20",3600,0,0,0,32,32,3,0,29,0,29,3,"W",100,100,100
"2014020331","8474550","28",3596,0,0,0,18,17,2,0,15,0,16,2,"L",94.4444444444444,100,93.75
"2014020870","8473575","21",3600,0,0,0,28,27,0,0,27,0,28,0,"W",96.4285714285714,NA,96.4285714285714
"2014020870","8470645","16",3574,0,0,0,30,26,2,0,24,0,26,4,"L",86.6666666666667,50,92.3076923076923
"2014020643","8471239","1",3600,0,0,0,26,23,1,2,20,2,23,1,"W",88.4615384615385,100,86.9565217391304
"2014020643","8474889","26",2901,0,0,0,13,10,2,1,7,1,8,4,"",76.9230769230769,50,87.5
"2014020643","8471734","26",640,0,0,0,7,5,0,0,5,0,7,0,"L",71.4285714285714,NA,71.4285714285714
"2014020427","8470860","2",3577,0,0,0,32,27,0,1,26,1,29,2,"L",84.375,0,89.6551724137931
"2014020427","8474596","19",3600,0,0,0,28,25,7,0,18,0,21,7,"W",89.2857142857143,100,85.7142857142857
"2014020671","8475299","20",3624,0,0,0,22,19,3,0,16,0,18,4,"W",86.3636363636364,75,88.8888888888889
"2014020671","8474550","28",3624,0,0,0,23,19,3,0,16,1,19,3,"L",82.6086956521739,100,84.2105263157895
"2014020217","8475663","23",3899,0,0,0,29,28,0,1,27,1,27,1,"W",96.551724137931,0,100
"2014020217","8475883","24",3899,0,0,0,35,34,4,0,30,0,31,4,"L",97.1428571428571,100,96.7741935483871
"2014021215","8474765","7",3524,0,0,0,39,36,2,0,34,0,37,2,"L",92.3076923076923,100,91.8918918918919
"2014021215","8475683","29",3600,0,0,0,25,23,1,0,22,0,23,2,"W",92,50,95.6521739130435
"2014021045","8471227","30",3622,0,0,0,27,25,9,0,16,0,18,9,"W",92.5925925925926,100,88.8888888888889
"2014021045","8471469","18",3622,0,0,0,21,18,0,0,18,0,21,0,"L",85.7142857142857,NA,85.7142857142857
"2014021063","8476234","1",3600,0,0,0,29,28,4,0,24,0,24,5,"W",96.551724137931,80,100
"2014021063","8474765","7",3600,0,0,0,27,24,5,0,19,0,22,5,"L",88.8888888888889,100,86.3636363636364
"2014020902","8473523","25",3524,0,0,0,24,21,1,0,20,0,22,2,"L",87.5,50,90.9090909090909
"2014020902","8474636","52",3600,0,0,0,28,26,4,0,22,0,24,4,"W",92.8571428571429,100,91.6666666666667
"2014020444","8473404","30",3900,0,0,0,30,27,2,0,25,0,27,3,"W",90,66.6666666666667,92.5925925925926
"2014020444","8471227","53",3889,0,0,0,35,32,3,0,29,0,30,5,"L",91.4285714285714,60,96.6666666666667
"2014020827","8471239","1",3519,0,0,0,38,35,6,0,29,0,32,6,"L",92.1052631578947,100,90.625
"2014020827","8471469","18",3595,0,0,0,22,21,2,0,19,0,19,3,"W",95.4545454545455,66.6666666666667,100
"2014021105","8470594","5",3599,0,0,0,28,23,9,1,13,1,17,10,"L",82.1428571428571,90,76.4705882352941
"2014021105","8470320","12",3600,0,0,0,29,27,5,0,22,0,24,5,"W",93.1034482758621,100,91.6666666666667
"2014020576","8471695","6",3900,0,0,2,36,35,1,0,34,0,35,1,"L",97.2222222222222,100,97.1428571428571
"2014020576","8471418","12",3900,0,0,0,20,19,3,0,16,0,17,3,"W",95,100,94.1176470588235
"2014020242","8470147","29",3585,0,0,0,27,24,1,0,23,0,24,3,"W",88.8888888888889,33.3333333333333,95.8333333333333
"2014020242","8473461","4",3506,1,0,0,38,34,5,0,29,0,30,8,"L",89.4736842105263,62.5,96.6666666666667
"2014020243","8471239","1",3600,0,0,0,30,30,8,1,21,1,21,8,"W",100,100,100
"2014020243","8474651","15",3499,0,0,0,28,27,4,1,22,1,23,4,"L",96.4285714285714,100,95.6521739130435
"2014021189","8473523","25",3600,0,0,0,24,23,4,1,18,1,18,5,"W",95.8333333333333,80,100
"2014021189","8471774","28",3569,0,0,0,25,20,7,0,13,0,16,9,"L",80,77.7777777777778,81.25
"2014020528","8468011","23",3762,0,0,0,31,29,1,0,28,0,30,1,"L",93.5483870967742,100,93.3333333333333
"2014020528","8475883","24",3759,0,0,0,14,13,0,0,13,0,14,0,"W",92.8571428571429,NA,92.8571428571429
"2014020212","8470860","2",3600,0,0,0,19,19,10,2,7,2,7,10,"W",100,100,100
"2014020212","8469608","53",3499,0,0,0,33,32,8,2,22,2,23,8,"L",96.969696969697,100,95.6521739130435
"2014020261","8471715","52",1193,0,0,0,11,8,3,0,5,0,7,4,"",72.7272727272727,75,71.4285714285714
"2014020261","8474636","52",2459,0,0,0,16,15,2,3,10,3,11,2,"L",93.75,100,90.9090909090909
"2014020261","8473404","30",3034,0,0,0,22,19,10,0,9,0,12,10,"",86.3636363636364,100,75
"2014020261","8475311","30",614,0,0,0,3,3,2,0,1,0,1,2,"W",100,100,100
"2014020716","8475852","17",2400,0,0,0,15,10,1,0,9,1,12,2,"L",66.6666666666667,50,75
"2014020716","8474591","17",1200,0,0,0,17,17,0,0,17,0,17,0,"",100,NA,100
"2014020716","8471750","14",3600,0,0,0,28,27,3,0,24,0,25,3,"W",96.4285714285714,100,96
"2014021154","8474651","15",3900,1,0,0,27,23,4,0,19,0,22,5,"W",85.1851851851852,80,86.3636363636364
"2014021154","8471679","8",3890,0,0,2,19,15,2,0,13,0,14,5,"L",78.9473684210526,40,92.8571428571429
"2014020605","8471715","52",3555,0,0,0,30,26,7,2,17,2,18,10,"L",86.6666666666667,70,94.4444444444444
"2014020605","8469608","53",3600,0,0,0,35,34,8,0,26,0,27,8,"W",97.1428571428571,100,96.2962962962963
"2014020350","8470147","29",3522,0,0,0,42,40,7,0,33,0,35,7,"L",95.2380952380952,100,94.2857142857143
"2014020350","8471469","18",3554,0,0,0,22,21,4,0,17,0,17,5,"W",95.4545454545455,80,100
"2014020194","8473541","10",3889,0,0,0,34,31,3,0,28,0,31,3,"L",91.1764705882353,100,90.3225806451613
"2014020194","8473499","21",3900,0,0,0,38,35,1,3,31,3,33,2,"W",92.1052631578947,50,93.9393939393939
"2014020537","8471469","18",3900,1,0,0,42,38,6,2,30,2,33,7,"L",90.4761904761905,85.7142857142857,90.9090909090909
"2014020537","8470645","16",3893,0,0,0,40,36,9,1,26,1,29,10,"W",90,90,89.6551724137931
"2014021059","8470594","5",3514,0,0,0,26,24,5,0,19,0,21,5,"L",92.3076923076923,100,90.4761904761905
"2014021059","8470140","25",3600,0,0,0,32,31,6,1,24,1,24,7,"W",96.875,85.7142857142857,100
"2014021044","8474682","8",3600,0,0,0,43,41,7,1,33,1,35,7,"W",95.3488372093023,100,94.2857142857143
"2014021044","8468540","13",3548,0,0,0,25,22,1,1,20,2,22,1,"L",88,100,90.9090909090909
"2014020253","8473434","2",3600,0,0,0,28,23,0,0,23,0,27,1,"L",82.1428571428571,0,85.1851851851852
"2014020253","8471750","14",3597,0,0,0,27,25,7,0,18,0,20,7,"W",92.5925925925926,100,90
"2014020353","8471403","20",3600,0,0,0,26,26,2,1,23,1,23,2,"W",100,100,100
"2014020353","8471227","53",3600,0,0,0,29,26,5,0,21,0,23,6,"L",89.6551724137931,83.3333333333333,91.304347826087
"2014020486","8468685","3",3895,0,0,0,20,18,2,0,16,0,18,2,"W",90,100,88.8888888888889
"2014020486","8470320","12",3900,0,0,0,34,32,0,3,29,3,30,1,"L",94.1176470588235,0,96.6666666666667
"2014021060","8473461","4",2277,0,0,0,16,14,0,0,14,0,16,0,"L",87.5,NA,87.5
"2014021060","8469548","4",1323,0,0,2,10,8,2,0,6,0,6,4,"",80,50,100
"2014021060","8471403","20",3600,0,0,0,27,26,7,1,18,1,19,7,"W",96.2962962962963,100,94.7368421052632
"2014020766","8470320","12",3900,0,0,0,29,28,0,2,26,2,27,0,"W",96.551724137931,NA,96.2962962962963
"2014020766","8469608","53",3900,0,0,2,41,40,4,0,36,0,37,4,"L",97.5609756097561,100,97.2972972972973
"2014020552","8474550","28",3600,0,0,0,28,28,3,2,23,2,23,3,"W",100,100,100
"2014020552","8475883","24",3572,0,0,0,26,24,11,0,13,0,14,12,"L",92.3076923076923,91.6666666666667,92.8571428571429
"2014020206","8471715","52",3900,0,0,0,38,37,3,1,33,1,33,4,"W",97.3684210526316,75,100
"2014020206","8467950","9",3897,0,0,0,37,36,2,1,33,1,33,3,"L",97.2972972972973,66.6666666666667,100
"2014021204","8470320","12",3593,0,0,0,28,27,3,2,22,2,23,3,"W",96.4285714285714,100,95.6521739130435
"2014021204","8469548","4",3507,0,0,0,26,24,6,1,17,1,18,7,"L",92.3076923076923,85.7142857142857,94.4444444444444
"2014020988","8475883","24",3510,0,0,0,16,14,1,0,13,0,15,1,"L",87.5,100,86.6666666666667
"2014020988","8475663","23",3588,0,0,0,30,29,4,0,25,0,26,4,"W",96.6666666666667,100,96.1538461538462
"2014020025","8475660","3",3502,0,0,0,23,19,2,0,17,0,21,2,"L",82.6086956521739,100,80.9523809523809
"2014020025","8475683","29",3600,0,0,0,26,24,5,0,19,0,21,5,"W",92.3076923076923,100,90.4761904761905
"2014020575","8470880","19",3600,0,0,0,20,18,5,0,13,0,15,5,"W",90,100,86.6666666666667
"2014020575","8471774","28",884,0,0,0,6,5,0,1,4,1,4,1,"",83.3333333333333,0,100
"2014020575","8474550","28",2698,0,0,0,27,21,0,2,19,2,24,1,"L",77.7777777777778,0,79.1666666666667
"2014020613","8471695","6",3598,0,0,0,25,24,3,0,21,0,21,4,"W",96,75,100
"2014020613","8473461","4",427,0,0,0,5,5,0,0,5,0,5,0,"",100,NA,100
"2014020613","8469548","4",3039,0,0,0,13,10,1,1,8,2,9,2,"L",76.9230769230769,50,88.8888888888889
"2014020823","8476839","22",1241,0,0,0,15,12,0,1,11,1,13,1,"L",80,0,84.6153846153846
"2014020823","8473614","22",2341,0,0,0,27,23,2,0,21,0,24,3,"",85.1851851851852,66.6666666666667,87.5
"2014020823","8475215","9",3600,0,0,0,27,25,4,1,20,1,22,4,"W",92.5925925925926,100,90.9090909090909
"2014020071","8475622","18",3806,0,0,0,37,35,7,3,25,4,26,7,"L",94.5945945945946,100,96.1538461538462
"2014020071","8470645","16",3806,0,0,0,20,19,3,1,15,1,15,4,"W",95,75,100
"2014020265","8471227","53",3600,0,0,0,34,33,7,2,24,2,24,8,"W",97.0588235294118,87.5,100
"2014020265","8475681","22",3508,0,0,2,28,26,4,0,22,0,23,5,"L",92.8571428571429,80,95.6521739130435
"2014021014","8470140","25",3600,0,0,0,20,18,7,0,11,0,13,7,"W",90,100,84.6153846153846
"2014021014","8474651","15",2034,0,0,0,22,18,2,1,15,1,16,5,"L",81.8181818181818,40,93.75
"2014021014","8471251","15",1436,0,0,0,9,9,3,0,6,0,6,3,"",100,100,100
"2014020198","8470147","29",3845,0,0,0,35,32,10,0,22,0,24,11,"L",91.4285714285714,90.9090909090909,91.6666666666667
"2014020198","8470320","12",3862,0,0,0,31,29,8,1,20,1,22,8,"W",93.5483870967742,100,90.9090909090909
"2014020124","8473404","30",3600,0,0,2,28,25,3,0,22,0,24,4,"W",89.2857142857143,75,91.6666666666667
"2014020124","8471695","6",3513,0,0,0,42,38,4,0,34,0,38,4,"L",90.4761904761905,100,89.4736842105263
"2014020999","8474765","7",3896,0,0,0,34,31,8,1,22,1,24,9,"L",91.1764705882353,88.8888888888889,91.6666666666667
"2014020999","8473541","10",3900,0,0,0,33,30,1,1,28,1,31,1,"W",90.9090909090909,100,90.3225806451613
"2014020771","8470645","16",3781,0,0,0,21,20,1,0,19,0,20,1,"W",95.2380952380952,100,95
"2014020771","8474636","52",3781,0,0,0,22,20,2,0,18,0,20,2,"L",90.9090909090909,100,90
"2014020465","8476844","6",3690,0,0,0,37,35,5,0,30,0,32,5,"W",94.5945945945946,100,93.75
"2014020465","8473404","30",3690,0,0,0,25,22,4,0,18,0,21,4,"L",88,100,85.7142857142857
"2014020694","8471695","6",3900,0,0,2,36,34,7,0,27,0,29,7,"L",94.4444444444444,100,93.1034482758621
"2014020694","8473575","21",3863,0,0,0,24,22,2,2,18,2,20,2,"W",91.6666666666667,100,90
"2014020926","8471239","1",3599,0,0,0,33,33,8,1,24,1,24,8,"W",100,100,100
"2014020926","8470147","29",3552,0,0,0,18,17,3,0,14,0,15,3,"L",94.4444444444444,100,93.3333333333333
"2014020451","8476234","1",3900,0,0,0,33,31,3,0,28,0,30,3,"L",93.9393939393939,100,93.3333333333333
"2014020451","8470860","2",3893,0,0,0,28,26,1,0,25,0,26,2,"W",92.8571428571429,50,96.1538461538462
"2014020404","8475663","23",3681,0,0,0,45,41,15,3,23,3,26,16,"L",91.1111111111111,93.75,88.4615384615385
"2014020404","8467950","9",3657,0,0,0,33,30,3,2,25,2,28,3,"W",90.9090909090909,100,89.2857142857143
"2014020590","8475683","29",3571,0,0,0,26,24,9,1,14,1,16,9,"W",92.3076923076923,100,87.5
"2014020590","8474765","25",3471,0,0,0,20,16,5,0,11,0,14,6,"L",80,83.3333333333333,78.5714285714286
"2014020327","8470320","12",3500,0,0,0,28,27,1,0,26,0,27,1,"L",96.4285714285714,100,96.2962962962963
"2014020327","8471219","13",1778,0,0,0,22,22,3,0,19,0,19,3,"",100,100,100
"2014020327","8466141","13",1822,0,0,0,11,11,1,0,10,0,10,1,"W",100,100,100
"2014020263","8470140","25",3600,0,0,0,47,41,7,0,34,0,39,8,"L",87.2340425531915,87.5,87.1794871794872
"2014020263","8470645","16",3598,0,0,0,24,22,2,0,20,0,22,2,"W",91.6666666666667,100,90.9090909090909
"2014020865","8474550","28",3600,0,0,0,39,37,6,0,31,0,32,7,"W",94.8717948717949,85.7142857142857,96.875
"2014020865","8473523","25",1985,0,0,0,9,9,1,1,7,1,7,1,"",100,100,100
"2014020865","8470140","25",1574,0,0,0,17,14,2,0,12,0,15,2,"L",82.3529411764706,100,80
"2014020270","8470657","17",3600,0,0,0,28,28,5,1,22,1,22,5,"W",100,100,100
"2014020270","8475683","29",3600,0,0,0,40,35,11,1,23,1,26,13,"L",87.5,84.6153846153846,88.4615384615385
"2014020799","8476839","22",3543,0,0,0,28,25,4,0,21,0,24,4,"L",89.2857142857143,100,87.5
"2014020799","8470860","2",3600,0,0,0,36,34,4,0,30,0,30,6,"W",94.4444444444444,66.6666666666667,100
"2014021212","8474550","28",3600,0,0,0,27,26,2,1,23,1,24,2,"W",96.2962962962963,100,95.8333333333333
"2014021212","8476316","22",3576,0,0,0,51,49,2,2,45,2,47,2,"L",96.078431372549,100,95.7446808510638
"2014020998","8471734","26",3600,0,0,0,23,21,1,0,20,0,22,1,"W",91.304347826087,100,90.9090909090909
"2014020998","8475717","21",855,0,0,0,8,5,1,0,4,0,6,2,"L",62.5,50,66.6666666666667
"2014020998","8473499","21",2593,0,0,0,22,20,3,3,14,3,16,3,"",90.9090909090909,100,87.5
"2014020806","8470657","17",1200,0,0,0,4,4,0,0,4,0,4,0,"",100,NA,100
"2014020806","8475852","17",2400,0,0,0,17,13,2,0,11,0,15,2,"L",76.4705882352941,100,73.3333333333333
"2014020806","8470594","5",3576,0,0,0,24,23,1,0,22,0,22,2,"W",95.8333333333333,50,100
"2014020677","8471418","12",3579,0,0,0,35,34,8,0,26,0,26,9,"W",97.1428571428571,88.8888888888889,100
"2014020677","8473503","10",2283,0,0,0,18,18,4,0,14,0,14,4,"",100,100,100
"2014020677","8473541","10",1242,0,0,0,13,10,2,0,8,0,11,2,"L",76.9230769230769,100,72.7272727272727
"2014020906","8470594","5",3600,0,0,2,24,21,5,2,14,2,16,6,"W",87.5,83.3333333333333,87.5
"2014020906","8474651","15",3455,0,0,0,26,22,9,0,13,1,15,10,"L",84.6153846153846,90,86.6666666666667
"2014020334","8470645","16",3600,0,0,0,24,23,1,2,20,2,21,1,"W",95.8333333333333,100,95.2380952380952
"2014020334","8475883","24",3551,0,0,0,37,34,10,1,23,1,26,10,"L",91.8918918918919,100,88.4615384615385
"2014020734","8470140","25",3600,0,0,0,40,38,2,0,36,0,38,2,"W",95,100,94.7368421052632
"2014020734","8474636","52",3455,0,0,0,32,27,5,1,21,1,22,9,"L",84.375,55.5555555555556,95.4545454545455
"2014020932","8477202","9",3595,0,0,0,30,28,1,0,27,0,28,2,"W",93.3333333333333,50,96.4285714285714
"2014020932","8474550","28",3525,0,0,0,30,27,3,1,23,1,24,5,"L",90,60,95.8333333333333
"2014020210","8471469","18",3600,0,0,0,29,28,1,0,27,0,28,1,"W",96.551724137931,100,96.4285714285714
"2014020210","8470880","19",3530,0,0,0,35,33,5,0,28,0,30,5,"L",94.2857142857143,100,93.3333333333333
"2014020646","8468011","23",3600,0,0,0,30,30,4,0,26,0,26,4,"W",100,100,100
"2014020646","8467972","4",2319,0,0,0,10,9,2,1,6,1,7,2,"",90,100,85.7142857142857
"2014020646","8469548","4",1281,0,0,0,12,9,0,1,8,1,9,2,"L",75,0,88.8888888888889
"2014020648","8475681","22",3500,0,0,0,19,16,0,0,16,0,19,0,"L",84.2105263157895,NA,84.2105263157895
"2014020648","8471750","14",3600,0,0,0,32,30,6,1,23,2,23,7,"W",93.75,85.7142857142857,100
"2014020851","8470140","25",3596,0,0,0,28,27,6,2,19,2,20,6,"W",96.4285714285714,100,95
"2014020851","8470880","19",518,0,0,0,6,3,0,0,3,0,6,0,"L",50,NA,50
"2014020851","8474596","19",3082,0,0,0,16,15,5,1,9,1,9,6,"",93.75,83.3333333333333,100
"2014021126","8474765","7",1189,0,0,0,12,10,0,0,10,0,12,0,"",83.3333333333333,NA,83.3333333333333
"2014021126","8475252","7",2267,0,0,0,10,7,1,0,6,0,9,1,"L",70,100,66.6666666666667
"2014021126","8473575","21",3600,0,0,0,38,35,6,2,27,2,30,6,"W",92.1052631578947,100,90
"2014020611","8471219","13",3599,0,0,2,30,25,7,0,18,0,22,8,"W",83.3333333333333,87.5,81.8181818181818
"2014020611","8473972","20",3481,0,0,0,35,29,1,0,28,0,34,1,"L",82.8571428571429,100,82.3529411764706
"2014020997","8471239","1",2490,0,0,0,30,25,3,0,22,0,27,3,"L",83.3333333333333,100,81.4814814814815
"2014020997","8476234","1",1110,0,0,0,8,7,0,0,7,0,7,1,"",87.5,0,100
"2014020997","8471227","30",3592,0,0,0,32,30,0,1,29,1,31,0,"W",93.75,NA,93.5483870967742
"2014020304","8470320","12",3519,0,0,0,35,31,8,0,23,0,27,8,"L",88.5714285714286,100,85.1851851851852
"2014020304","8475717","21",2590,0,0,0,17,17,0,1,16,1,16,0,"W",100,NA,100
"2014020304","8473499","21",1010,0,0,0,10,7,0,0,7,0,10,0,"",70,NA,70
"2014020973","8473607","2",3898,0,0,0,18,15,2,0,13,0,16,2,"L",83.3333333333333,100,81.25
"2014020973","8468540","13",3895,0,0,0,28,25,2,0,23,0,25,3,"W",89.2857142857143,66.6666666666667,92
"2014020831","8468011","23",3499,0,0,0,34,31,6,0,25,0,28,6,"L",91.1764705882353,100,89.2857142857143
"2014020831","8471403","20",3600,0,0,0,30,28,1,0,27,0,29,1,"W",93.3333333333333,100,93.1034482758621
"2014020914","8470880","19",3900,0,0,0,31,30,3,0,27,0,28,3,"W",96.7741935483871,100,96.4285714285714
"2014020914","8474636","52",3893,0,0,0,29,28,9,1,18,1,19,9,"L",96.551724137931,100,94.7368421052632
"2014021096","8471679","8",3714,0,0,0,31,28,5,0,23,0,25,6,"L",90.3225806451613,83.3333333333333,92
"2014021096","8471469","18",3714,0,0,0,29,27,1,0,26,0,28,1,"W",93.1034482758621,100,92.8571428571429
"2014020070","8473461","4",2400,1,0,0,18,14,0,2,12,2,14,2,"",77.7777777777778,0,85.7142857142857
"2014020070","8469548","4",1369,0,0,0,5,4,0,0,4,0,5,0,"W",80,NA,80
"2014020070","8470140","25",3769,0,0,0,37,31,8,0,23,0,27,10,"L",83.7837837837838,80,85.1851851851852
"2014021147","8475663","23",3900,0,0,0,38,34,17,1,16,1,18,19,"W",89.4736842105263,89.4736842105263,88.8888888888889
"2014021147","8471469","18",3891,0,0,0,25,21,2,1,18,2,20,3,"L",84,66.6666666666667,90
"2014020873","8473434","2",3861,0,0,0,27,25,0,0,25,0,27,0,"L",92.5925925925926,NA,92.5925925925926
"2014020873","8474651","15",3900,0,0,0,32,30,3,0,27,0,29,3,"W",93.75,100,93.1034482758621
"2014020142","8469548","4",3466,0,0,0,32,28,8,1,19,1,21,10,"L",87.5,80,90.4761904761905
"2014020142","8471750","14",3568,0,0,0,27,24,3,1,20,1,23,3,"W",88.8888888888889,100,86.9565217391304
"2014021224","8475852","17",3600,0,0,0,35,35,4,0,31,0,31,4,"W",100,100,100
"2014021224","8470320","12",3500,0,0,0,28,27,1,0,26,0,27,1,"L",96.4285714285714,100,96.2962962962963
"2014020079","8474550","28",3558,0,0,0,32,28,1,1,26,1,28,3,"L",87.5,33.3333333333333,92.8571428571429
"2014020079","8471695","6",3600,0,0,0,34,31,7,1,23,1,25,8,"W",91.1764705882353,87.5,92
"2014020770","8470880","19",1706,0,0,0,14,10,0,2,8,3,11,0,"L",71.4285714285714,NA,72.7272727272727
"2014020770","8474596","19",1894,0,0,0,19,16,0,0,16,0,19,0,"",84.2105263157895,NA,84.2105263157895
"2014020770","8470147","29",3600,0,0,0,33,32,5,0,27,0,27,6,"W",96.969696969697,83.3333333333333,100
"2014020670","8475883","24",3885,0,0,0,28,26,1,0,25,0,26,2,"W",92.8571428571429,50,96.1538461538462
"2014020670","8471734","26",3893,0,0,0,31,29,0,1,28,1,29,1,"L",93.5483870967742,0,96.551724137931
"2014020348","8469548","4",3443,0,0,0,34,30,5,0,25,0,28,6,"L",88.2352941176471,83.3333333333333,89.2857142857143
"2014020348","8468685","3",3595,0,0,0,23,21,0,1,20,1,21,1,"W",91.304347826087,0,95.2380952380952
"2014020921","8473575","21",3884,0,0,0,36,32,6,0,26,0,30,6,"W",88.8888888888889,100,86.6666666666667
"2014020921","8470140","25",3887,1,0,0,23,19,2,0,17,0,21,2,"L",82.6086956521739,100,80.9523809523809
"2014020314","8467950","9",3537,0,0,2,43,39,13,1,25,1,27,15,"L",90.6976744186046,86.6666666666667,92.5925925925926
"2014020314","8470657","17",3584,1,0,0,26,23,5,1,17,1,19,6,"W",88.4615384615385,83.3333333333333,89.4736842105263
"2014020164","8470657","17",3891,0,0,0,21,19,1,0,18,0,20,1,"L",90.4761904761905,100,90
"2014020164","8473607","7",3897,0,0,0,38,36,7,0,29,0,31,7,"W",94.7368421052632,100,93.5483870967742
"2014020300","8475683","29",3545,0,0,0,37,33,6,0,27,0,30,7,"L",89.1891891891892,85.7142857142857,90
"2014020300","8473461","4",3594,0,0,0,22,20,5,0,15,0,16,6,"W",90.9090909090909,83.3333333333333,93.75
"2014020303","8471734","26",3544,0,0,0,23,18,2,3,13,3,16,4,"L",78.2608695652174,50,81.25
"2014020303","8470140","25",3600,1,0,0,41,37,9,2,26,2,29,10,"W",90.2439024390244,90,89.6551724137931
"2014021077","8470594","5",3508,0,0,0,31,30,4,2,24,3,24,4,"W",96.7741935483871,100,100
"2014021077","8469608","53",3552,0,0,0,36,34,2,0,32,0,33,3,"L",94.4444444444444,66.6666666666667,96.969696969697
"2014020466","8470140","25",3589,0,0,0,27,27,5,1,21,1,21,5,"W",100,100,100
"2014020466","8475663","23",3537,0,0,0,28,27,3,2,22,2,23,3,"L",96.4285714285714,100,95.6521739130435
"2014020287","8470645","16",3600,0,0,0,27,24,12,1,11,1,12,14,"W",88.8888888888889,85.7142857142857,91.6666666666667
"2014020287","8473972","20",3500,0,0,0,22,18,0,0,18,0,21,1,"L",81.8181818181818,0,85.7142857142857
"2014020247","8471227","53",3600,0,0,0,35,35,7,1,27,1,27,7,"W",100,100,100
"2014020247","8468011","23",3599,0,0,0,23,18,3,0,15,0,19,4,"L",78.2608695652174,75,78.9473684210526
"2014020508","8473607","7",3600,0,0,0,39,33,5,0,28,0,30,9,"L",84.6153846153846,55.5555555555556,93.3333333333333
"2014020508","8475852","17",3600,0,0,0,16,13,0,1,12,2,14,0,"W",81.25,NA,85.7142857142857
"2014020817","8473972","20",2898,0,0,0,40,35,2,3,30,3,35,2,"L",87.5,100,85.7142857142857
"2014020817","8471403","20",534,0,0,0,5,5,3,0,2,0,2,3,"",100,100,100
"2014020817","8471734","26",3600,0,0,2,18,15,1,0,14,0,16,2,"W",83.3333333333333,50,87.5
"2014020524","8470645","16",3600,0,0,0,25,23,5,0,18,0,20,5,"W",92,100,90
"2014020524","8475717","21",3476,0,0,0,32,28,1,0,27,0,29,3,"L",87.5,33.3333333333333,93.1034482758621
"2014020184","8474682","8",3900,0,0,0,32,31,2,1,28,1,28,3,"W",96.875,66.6666666666667,100
"2014020184","8473607","7",3900,0,0,0,32,31,1,1,29,1,30,1,"L",96.875,100,96.6666666666667
"2014020284","8475852","17",3600,0,0,0,31,28,1,2,25,2,28,1,"W",90.3225806451613,100,89.2857142857143
"2014020284","8471715","52",3490,0,0,0,27,23,4,2,17,2,20,5,"L",85.1851851851852,80,85
"2014021004","8470140","25",3600,0,0,0,18,15,0,0,15,0,18,0,"W",83.3333333333333,NA,83.3333333333333
"2014021004","8471418","12",3535,0,0,0,31,27,2,0,25,0,29,2,"L",87.0967741935484,100,86.2068965517241
"2014020708","8473541","10",3883,0,0,0,23,22,5,2,15,2,16,5,"L",95.6521739130435,100,93.75
"2014020708","8471239","1",3892,0,0,0,30,29,13,1,15,1,16,13,"W",96.6666666666667,100,93.75
"2014020439","8474152","16",3518,0,0,0,41,38,10,0,28,0,30,11,"L",92.6829268292683,90.9090909090909,93.3333333333333
"2014020439","8470860","2",3600,0,0,0,25,23,2,1,20,1,22,2,"W",92,100,90.9090909090909
